# False Positive Rate (FPR)	True Positive Rate (TPR)	Thresholds
8.228404099560761020e-01	2.258064516129032195e-01	9.824922084808349609e-01
8.228404099560761020e-01	2.311827956989247201e-01	9.806979894638061523e-01
8.286969253294289572e-01	2.311827956989247201e-01	9.775328040122985840e-01
8.286969253294289572e-01	2.365591397849462485e-01	9.769349098205566406e-01
8.301610541727671988e-01	2.365591397849462485e-01	9.755767583847045898e-01
8.301610541727671988e-01	2.419354838709677491e-01	9.754741191864013672e-01
8.345534407027818125e-01	2.419354838709677491e-01	9.726172685623168945e-01
8.345534407027818125e-01	2.473118279569892497e-01	9.689776301383972168e-01
8.433382137628111508e-01	2.473118279569892497e-01	9.638938307762145996e-01
8.433382137628111508e-01	2.634408602150537515e-01	9.611480236053466797e-01
8.477306002928257644e-01	2.634408602150537515e-01	9.569310545921325684e-01
8.477306002928257644e-01	2.741935483870967527e-01	9.511411190032958984e-01
8.506588579795022476e-01	2.741935483870967527e-01	9.496806263923645020e-01
8.506588579795022476e-01	2.795698924731182533e-01	9.470981955528259277e-01
8.550512445095168612e-01	2.795698924731182533e-01	9.386800527572631836e-01
8.550512445095168612e-01	2.903225806451613100e-01	9.340191483497619629e-01
8.565153733528551028e-01	2.903225806451613100e-01	9.257804751396179199e-01
8.565153733528551028e-01	2.956989247311828106e-01	9.256281852722167969e-01
8.623718887262079580e-01	2.956989247311828106e-01	9.132655262947082520e-01
8.623718887262079580e-01	3.010752688172043112e-01	9.125561118125915527e-01
8.653001464128843301e-01	3.010752688172043112e-01	9.077825546264648438e-01
8.653001464128843301e-01	3.064516129032258118e-01	9.062056541442871094e-01
8.667642752562225716e-01	3.064516129032258118e-01	9.059548377990722656e-01
8.667642752562225716e-01	3.118279569892473124e-01	8.930628299713134766e-01
8.682284040995608132e-01	3.118279569892473124e-01	8.882740736007690430e-01
8.682284040995608132e-01	3.387096774193548154e-01	8.570671081542968750e-01
8.799414348462665236e-01	3.387096774193548154e-01	8.326718211174011230e-01
8.799414348462665236e-01	3.440860215053763715e-01	7.978153824806213379e-01
8.814055636896046542e-01	3.440860215053763715e-01	7.888454794883728027e-01
8.814055636896046542e-01	3.494623655913978721e-01	7.882686853408813477e-01
8.828696925329428957e-01	3.494623655913978721e-01	7.841738462448120117e-01
8.828696925329428957e-01	3.548387096774193727e-01	7.634609341621398926e-01
8.857979502196193788e-01	3.548387096774193727e-01	7.237598299980163574e-01
8.857979502196193788e-01	3.602150537634408733e-01	7.200253009796142578e-01
8.872620790629575094e-01	3.602150537634408733e-01	7.084077596664428711e-01
8.872620790629575094e-01	3.763440860215053752e-01	6.755143404006958008e-01
8.887262079062957509e-01	3.763440860215053752e-01	6.745439767837524414e-01
8.887262079062957509e-01	3.924731182795698770e-01	6.530441641807556152e-01
8.931185944363103646e-01	3.924731182795698770e-01	5.702494382858276367e-01
8.931185944363103646e-01	3.978494623655913776e-01	5.681771039962768555e-01
8.945827232796486062e-01	3.978494623655913776e-01	5.425263643264770508e-01
8.945827232796486062e-01	4.032258064516128782e-01	5.274652242660522461e-01
8.975109809663250893e-01	4.032258064516128782e-01	4.996140897274017334e-01
8.975109809663250893e-01	4.139784946236559349e-01	4.602786898612976074e-01
8.989751098096632198e-01	4.139784946236559349e-01	4.549643695354461670e-01
8.989751098096632198e-01	4.193548387096774355e-01	4.480123817920684814e-01
9.004392386530014614e-01	4.193548387096774355e-01	4.398333728313446045e-01
9.004392386530014614e-01	4.247311827956989361e-01	4.068600237369537354e-01
9.019033674963397029e-01	4.247311827956989361e-01	3.988337814807891846e-01
9.019033674963397029e-01	4.301075268817204367e-01	3.760008811950683594e-01
9.048316251830160750e-01	4.301075268817204367e-01	3.604563772678375244e-01
9.048316251830160750e-01	4.354838709677419373e-01	3.511390984058380127e-01
9.092240117130307997e-01	4.354838709677419373e-01	3.178096413612365723e-01
9.092240117130307997e-01	4.516129032258064391e-01	2.964781522750854492e-01
9.136163982430454134e-01	4.516129032258064391e-01	2.644839882850646973e-01
9.136163982430454134e-01	4.569892473118279397e-01	2.591935098171234131e-01
9.180087847730600270e-01	4.569892473118279397e-01	2.335341274738311768e-01
9.180087847730600270e-01	4.623655913978494403e-01	2.231146991252899170e-01
